epoch,train_loss,val_miou,val_pixel_acc,val_mean_acc,iou_road,iou_wall,iou_sign,iou_car
1,1.170516646509411,0.43590951520467713,0.861932854660251,0.5533959317041655,0.8752101909476133,0.20061651692671578,0.4508741401861805,0.741828428717323
2,0.7041581999103562,0.44622208103817546,0.8260913166822746,0.6275927132122437,0.7799015721474009,0.21973508695381164,0.5105206003005368,0.7384416281046694
3,0.5940849855366875,0.47371138373634625,0.8312943164660663,0.6624679809827021,0.7965435593908066,0.21483448672323593,0.5489942304713407,0.806545722414011
4,0.5300251773751082,0.4854865864072448,0.8559171035427182,0.692266853234844,0.902174215010443,0.22466082110054936,0.5124438420066457,0.7773593945050219
5,0.49298994080233977,0.5114052718271089,0.8506927334155419,0.7041918435163245,0.8601265322714513,0.22748861399543138,0.5669794496099876,0.7646406630945497
6,0.456349119574082,0.5324666726448118,0.8414540712711845,0.7289473175590953,0.7666363326158507,0.3260610339805017,0.572853672802104,0.7995126959620639
7,0.44156295958374225,0.5543673621746363,0.8815226854166514,0.7412065229573855,0.8746758663317269,0.3448075330243549,0.5974277721055833,0.8397831039662993
8,0.4230693127628134,0.47042520622273587,0.8254342546849129,0.7150235709214985,0.8115344517573825,0.29540964752014226,0.5177907122049895,0.6748249165088214
9,0.4221145967608553,0.5277609988646133,0.868073554185449,0.7378169873517316,0.8669350957533606,0.2863705613523903,0.5697679007851624,0.6438740670317046
10,nan,0.5735973113745508,0.8968880102917969,0.7426721283977504,0.8984858097655455,0.3418058982298687,0.5844046435439071,0.8638053959026586
11,0.38576649643887745,0.5406078097555972,0.8787929531047874,0.758991024434377,0.8844579799582506,0.2674129179203977,0.5691819813793181,0.8317905402991681
12,0.3766423209265125,0.5740405564998164,0.9048121438694351,0.7879755831878441,0.9396148878716201,0.34799345624728206,0.617164484438108,0.8416003044396407
13,0.374941050547856,0.5607087687522604,0.9022063163657761,0.7646965404908247,0.9364498122814883,0.2872902948072475,0.5873664486183237,0.8289022767980422
14,0.3681353655554542,0.5951027361741206,0.9042155648401545,0.7690570368686109,0.9128682079388094,0.3941409162282949,0.623464849427738,0.8354477548861861
15,0.36495011131459176,0.5635522741942709,0.8908964746075038,0.7862430634533596,0.949994983484169,0.2542259309836075,0.5825781050440475,0.866385909127823
16,0.3419313206625398,0.5845786325492951,0.8974743517957575,0.788839353951596,0.9090009643691378,0.2850528177075413,0.5855097135133748,0.8548145450582925
17,nan,0.6149409781357853,0.9073067642368986,0.7999526711229998,0.9144064676613872,0.41805283640605945,0.6042864920574673,0.8683468831223544
18,0.3533132100056763,0.5871645226612336,0.8905934163776713,0.7764150776102849,0.8788757112210864,0.39403656065977527,0.6181716799462804,0.860222543365842
19,0.33515069533702957,0.5741463604163152,0.9038621630234109,0.7766071856575886,0.9303316931852882,0.3607321983481587,0.57091021665362,0.8521010770840861
20,0.33305153691421163,0.6078930677203273,0.911018369881526,0.7924782463928706,0.9293396069005085,0.33730147809594097,0.615279906355968,0.8797045806749284
