epoch,train_loss,val_miou,val_pixel_acc,val_mean_acc,iou_road,iou_wall,iou_sign,iou_car
1,0.9682008079019915,0.4990487340354995,0.8811178157172358,0.6751134680325884,0.906238697106448,0.14127552463547338,0.6135621832550846,0.728260422137313
2,0.6112832750793264,0.5495431626400277,0.8990315515873967,0.7055835006927019,0.9413165151724195,0.26392190906548624,0.6338633072901483,0.8846142581624583
3,0.5112858590621407,0.5400301495990657,0.8969030045369129,0.7068681288866445,0.9315232186631366,0.23313907586863267,0.6328070279398395,0.8567718906769792
4,0.45329554944353945,0.5130547248312157,0.8568334045879854,0.7409149034614021,0.9437544485827009,0.13181521478074867,0.6160554587251676,0.8003128631469374
5,nan,0.510190368280086,0.8517937079456203,0.7663083228525156,0.885406919971068,0.31087684755750433,0.3567620153612127,0.6670849444245492
6,0.3974829914571107,0.5920723956420845,0.9162064855597475,0.7491461536052028,0.9538618816320269,0.2785957367183298,0.6339749047493268,0.8598838041298545
7,0.37210258745596186,0.6124605270649379,0.9157601794002651,0.7778171231819555,0.942570117172289,0.33154894865074575,0.6772947098032128,0.8774468397018541
8,0.35126154782391394,0.5582727206156082,0.8967574109620815,0.7959394552018423,0.9429445812259573,0.2967013221841001,0.616441085363948,0.8792015294730177
9,0.3438411800932734,0.6429025890599274,0.9295220545983998,0.8024303842896386,0.9587794894542486,0.3491092893813002,0.6952512342572265,0.9068003755191254
10,0.3149692682621359,0.5581429087950325,0.8756886590974722,0.785480054187809,0.9365356468129773,0.1291701980088605,0.6942076495790622,0.8624308586160194
11,0.31996271239358837,0.5946431071696089,0.908605781665979,0.7842063982658629,0.9283723702281512,0.2803815715997053,0.7073235247235106,0.8884908892647887
12,0.30439490808690545,0.5910402602080346,0.8904605989901693,0.766304883201083,0.8859578025339614,0.25687548240543934,0.6273608695888179,0.8506222123076885
13,0.3003187547170189,0.6019839794597567,0.90815139060953,0.8045435641359499,0.9332704380028234,0.31794392530084015,0.6760458964402284,0.7827201285770541
14,0.28746122218950204,0.6477051262619816,0.9289522830984055,0.8069260186438091,0.9572742808724598,0.3769103309674559,0.6950295044140656,0.9128726095757952
15,0.27721792037528353,0.5988147890341571,0.8949177141400035,0.8033687246867832,0.9387459413195544,0.370368586085404,0.6134592626407077,0.8310321179722495
16,0.27294852865985086,0.5931937243906938,0.909413268111326,0.7809973701181536,0.9364787398694022,0.3484899338954183,0.6818133505210597,0.7643849568061419
17,0.25711577585718337,0.6360083482164139,0.8987991527834942,0.8202488638351211,0.8827676409227261,0.3682241703515851,0.6893670151305233,0.9139134870503578
18,0.24880091152427827,0.6194973926104385,0.8910602313930008,0.8008712677947409,0.9089111525885115,0.27782833741644913,0.6979306226909923,0.8659815609450563
19,0.25610751203989157,0.6359433386076878,0.9203929300491999,0.8119572508826707,0.9431525923672558,0.351846311514542,0.7007560285754876,0.8739036096962577
20,0.2461104011109897,0.5848592364677456,0.8885594879210772,0.7812319793706592,0.8881314674048972,0.3314680860451257,0.6777358177598034,0.8421071329136469
